ID	CHR	P0	P1	HSQ	BEST.GWAS.ID	BEST.GWAS.Z	EQTL.ID	EQTL.R2	EQTL.Z	EQTL.GWAS.Z	NSNP	NWGT	MODEL	MODELCV.R2	MODELCV.PV	TWAS.Z	TWAS.P	TWAS.FDR	trait_full_name	GWAS_name	cell_type	gene	trait	method	p_value	significance	log10_p	direction	symbol	GWAS
ENSG00000233797_UFL1-AS1	6	96199840	96521728	0.481	rs879177932	4.03	rs7773515	0.149871	-4.62	-2.21398	5171	1	top1	0.15	0.00039	2.214	0.0268	0.634762962962963	Benign_neoplasm_of_brain_cranial_nerves_meninges	GCST90477285_Brain_Cerebrovascular.h.FUSION.txt	Astrocyte	ENSG00000233797_UFL1-AS1	Benign_neoplasm_of_brain_cranial_nerves_meninges	TWAS	0.0268	FALSE	1.57186520597121	Positive	UFL1-AS1	GCST90477285_Brain_Cerebrovascular.h.FUSION
ENSG00000168487_BMP1	8	22165140	22212326	0.676	rs17088675	3.63	rs7845221	0.030904	-3.86	0.3986	5049	5049	bslmm	0.13	0.00076	-2.2146	0.0268	0.868311926605505	Hypersomnia	GCST90477481_SleepDisorders.h.FUSION.txt	Astrocyte	ENSG00000168487_BMP1	Hypersomnia	TWAS	0.0268	FALSE	1.57186520597121	Negative	BMP1	GCST90477481_SleepDisorders.h.FUSION
ENSG00000248898_PELO-AS1	5	52673186	52799987	0.607	rs9687256	3.22	rs75687262	-0.00974	3.46	-0.78492	5011	5011	blup	0.093	0.0047	-2.21464	0.0268	0.835216744186047	Dementia	GCST90476928_Cognitive_Neurodegenerative.h.FUSION.txt	Astrocyte	ENSG00000248898_PELO-AS1	Dementia	TWAS	0.0268	FALSE	1.57186520597121	Negative	PELO-AS1	GCST90476928_Cognitive_Neurodegenerative.h.FUSION
ENSG00000197763_TXNRD3	3	126571779	126655124	0.713	rs56303309	-3.69	rs111612594	-0.00374	-3.71	1.5714	5955	5955	bslmm	0.00088	0.31	-2.215	0.0268	0.821236976744186	Stroke_or_Transient_Ischemic_Attack	GCST90476667_Brain_Cerebrovascular.h.FUSION.txt	Astrocyte	ENSG00000197763_TXNRD3	Stroke_or_Transient_Ischemic_Attack	TWAS	0.0268	FALSE	1.57186520597121	Negative	TXNRD3	GCST90476667_Brain_Cerebrovascular.h.FUSION
ENSG00000110435_PDHX	11	34915829	35020591	0.359	rs12269997	3.54	rs11032700	0.000756	-3.79	0.879	5879	5879	bslmm	0.081	0.0081	2.21341	0.02687	0.663185185185185	Benign_neoplasm_of_brain_and_other_parts_of_nervous_system	GCST90477283_Brain_Cerebrovascular.h.FUSION.txt	Astrocyte	ENSG00000110435_PDHX	Benign_neoplasm_of_brain_and_other_parts_of_nervous_system	TWAS	0.02687	FALSE	1.57073233356683	Positive	PDHX	GCST90477283_Brain_Cerebrovascular.h.FUSION
ENSG00000154227_CERS3	15	100400395	100544995	0.568	rs114815727	3.53	rs1972053	-0.013712	-4.03	-1.5982	7772	7772	bslmm	0.038	0.052	2.2132	0.02688	0.786052083333333	Abnormality_of_gait	GCST90477580_Movement_Motor.h.FUSION.txt	Astrocyte	ENSG00000154227_CERS3	Abnormality_of_gait	TWAS	0.02688	FALSE	1.57057073561821	Positive	CERS3	GCST90477580_Movement_Motor.h.FUSION
ENSG00000156535_CD109	6	73695785	73828316	0.588	rs4131545	3.12	rs7760092	0.066597	4.77	-2.21311	4965	1	top1	0.067	0.015	-2.2131	0.02689	0.733068947368421	Disorders_of_the_autonomic_nervous_system	GCST90477521_SpinalCord_Nerves.h.FUSION.txt	Astrocyte	ENSG00000156535_CD109	Disorders_of_the_autonomic_nervous_system	TWAS	0.02689	FALSE	1.5704091977767	Negative	CD109	GCST90477521_SpinalCord_Nerves.h.FUSION
ENSG00000228857_ACTR3-AS1	2	113831049	113891020	0.68	rs12329129	-3.79	rs114303651	-0.013877	-3.52	-1.1316	4587	4587	bslmm	0.022	0.11	2.213	0.0269	0.911431531531532	Degenerative_disease_of_the_spinal_cord	GCST90477517_SpinalCord_Nerves.h.FUSION.txt	Astrocyte	ENSG00000228857_ACTR3-AS1	Degenerative_disease_of_the_spinal_cord	TWAS	0.0269	FALSE	1.57024771999759	Positive	ACTR3-AS1	GCST90477517_SpinalCord_Nerves.h.FUSION
ENSG00000150867_PIP4K2A	10	22534854	22714578	0.303	rs35027263	-3.59	rs12261593	-0.0114	2.92	0.58136	4368	4368	bslmm	0.015	0.15	2.2129	0.0269	0.647886885245902	Hemiplegia	GCST90477544_OtherNeurological.h.FUSION.txt	Astrocyte	ENSG00000150867_PIP4K2A	Hemiplegia	TWAS	0.0269	FALSE	1.57024771999759	Positive	PIP4K2A	GCST90477544_OtherNeurological.h.FUSION
ENSG00000290357_ENSG00000290357	8	7092275	7187316	0.722	rs2552274	-3.31	rs7812437	0.105223	-3.7	2.962	5354	5354	bslmm	0.13	0.00088	-2.2123	0.0269	0.833726073298429	PTSD	pts_aam_freeze2_overall.results.txt	Astrocyte	ENSG00000290357_ENSG00000290357	PTSD	TWAS	0.0269	FALSE	1.57024771999759	Negative	ENSG00000290357	pts_aam_freeze2_overall.results
ENSG00000273061_CDC37L1-DT	9	4676600	4679537	1	rs79356216	3.62	rs7043933	0.005584	3.66	-2.3915	6182	90	enet	0.031	0.071	-2.21316	0.0269	0.833726073298429	PTSD	pts_aam_freeze2_overall.results.txt	Astrocyte	ENSG00000273061_CDC37L1-DT	PTSD	TWAS	0.0269	FALSE	1.57024771999759	Negative	CDC37L1-DT	pts_aam_freeze2_overall.results
ENSG00000085511_MAP3K4	6	160991727	161117385	0.531	rs2023048	-3.49	rs6455757	0.033799	-3.52	-0.3056	6210	6210	blup	0.043	0.042	-2.2135	0.0269	0.879430925925926	Depression	GCST90476683_MoodDisorders.h.FUSION.txt	Astrocyte	ENSG00000085511_MAP3K4	Depression	TWAS	0.0269	FALSE	1.57024771999759	Negative	MAP3K4	GCST90476683_MoodDisorders.h.FUSION
ENSG00000173141_MRPL57	13	21176658	21179084	0.62	rs7987204	3.49	rs9509499	-0.00784	-3.32	1.4473	6029	6029	bslmm	0.011	0.18	2.212	0.02694	0.632884482758621	Alzheimers_or_Other_Dementia	GCST90476883_Cognitive_Neurodegenerative.h.FUSION.txt	Astrocyte	ENSG00000173141_MRPL57	Alzheimers_or_Other_Dementia	TWAS	0.02694	FALSE	1.56960240861303	Positive	MRPL57	GCST90476883_Cognitive_Neurodegenerative.h.FUSION
ENSG00000196081_ZNF724	19	23221599	23250394	0.477	rs76178426	-3.34	rs10418410	0.0864	4.24	-2.2121	7095	1	top1	0.086	0.0063	-2.2121	0.02696	0.751216734693878	Stroke_or_Transient_Ischemic_Attack	GCST90476865_Brain_Cerebrovascular.h.FUSION.txt	Astrocyte	ENSG00000196081_ZNF724	Stroke_or_Transient_Ischemic_Attack	TWAS	0.02696	FALSE	1.56928011213672	Negative	ZNF724	GCST90476865_Brain_Cerebrovascular.h.FUSION
ENSG00000103876_FAH	15	80152490	80186946	0.727	rs893220	-4.84	rs7178297	0.021763	-3.99	-0.27411	5511	63	enet	0.07	0.013	2.212	0.02697	0.5943353125	In_your_lifetime_have_you_smoked_a_total_of_at_least_100_cigarettes	GCST90479457_SubstanceUse.h.FUSION.txt	Astrocyte	ENSG00000103876_FAH	In_your_lifetime_have_you_smoked_a_total_of_at_least_100_cigarettes	TWAS	0.02697	FALSE	1.56911905354711	Positive	FAH	GCST90479457_SubstanceUse.h.FUSION
ENSG00000115170_ACVR1	2	157736251	157876330	0.645	rs111230190	3.05	rs74759372	-0.007319	4.67	-2.1667	4408	4408	blup	0.15	0.00035	-2.2119	0.026971	0.8953	Concussion	GCST90479218_Brain_Cerebrovascular.h.FUSION.txt	Astrocyte	ENSG00000115170_ACVR1	Concussion	TWAS	0.026971	FALSE	1.56910295097274	Negative	ACVR1	GCST90479218_Brain_Cerebrovascular.h.FUSION
ENSG00000156535_CD109	6	73695785	73828316	0.588	rs9293899	-4.18	rs7760092	0.066597	4.77	2.2118	4965	1	top1	0.067	0.015	2.2118	0.02698	0.911431531531532	Degenerative_disease_of_the_spinal_cord	GCST90477517_SpinalCord_Nerves.h.FUSION.txt	Astrocyte	ENSG00000156535_CD109	Degenerative_disease_of_the_spinal_cord	TWAS	0.02698	FALSE	1.56895805466411	Positive	CD109	GCST90477517_SpinalCord_Nerves.h.FUSION
ENSG00000105701_FKBP8	19	18531751	18544077	0.899	rs12460970	4.03	rs4808686	-0.0129	-3.68	0.3581	4591	4591	bslmm	0.29	4e-07	-2.21119	0.027	0.68982131147541	Vertiginous_syndromes_and_other_disorders_of_vestibular_system	GCST90477812_OtherNeurological.h.FUSION.txt	Astrocyte	ENSG00000105701_FKBP8	Vertiginous_syndromes_and_other_disorders_of_vestibular_system	TWAS	0.027	FALSE	1.56863623584101	Negative	FKBP8	GCST90477812_OtherNeurological.h.FUSION
ENSG00000105701_FKBP8	19	18531751	18544077	0.899	rs12462071	-3.27	rs4808686	-0.0129	-3.68	2.2075	4591	4591	bslmm	0.29	4e-07	-2.2112	0.027	0.928507969151671	Epilepsy	GCST90477553_SeizureDisorders.h.FUSION.txt	Astrocyte	ENSG00000105701_FKBP8	Epilepsy	TWAS	0.027	FALSE	1.56863623584101	Negative	FKBP8	GCST90477553_SeizureDisorders.h.FUSION
ENSG00000286195_ENSG00000286195	22	17521514	17570078	0.705	rs362043	3.72	rs2401125	-0.01352	4.03	-0.6458	4887	4887	bslmm	0.087	0.0063	-2.2114	0.027	0.780746086956522	Waking_up_in_the_morning_earlier_than_planned_or_desired	GCST90479450_SleepDisorders.h.FUSION.txt	Astrocyte	ENSG00000286195_ENSG00000286195	Waking_up_in_the_morning_earlier_than_planned_or_desired	TWAS	0.027	FALSE	1.56863623584101	Negative	ENSG00000286195	GCST90479450_SleepDisorders.h.FUSION
ENSG00000150627_WDR17	4	176065841	176182818	0.44	rs79441096	-3.72	rs17063033	-0.008999	-3.24	0.3598	5539	5539	bslmm	0.062	0.018	-2.21111	0.02703	0.84026884272997	Cerebrovascular_disease	GCST90477982_Brain_Cerebrovascular.h.FUSION.txt	Astrocyte	ENSG00000150627_WDR17	Cerebrovascular_disease	TWAS	0.02703	FALSE	1.56815395430127	Negative	WDR17	GCST90477982_Brain_Cerebrovascular.h.FUSION
ENSG00000259621_ENSG00000259621	15	98880659	98893535	0.529	rs8033098	4.37	rs7173119	-0.011663	3.6	-0.4529	6488	6488	bslmm	0.054	0.026	2.211	0.02704	0.831250078125	Convulsions	GCST90477559_SeizureDisorders.h.FUSION.txt	Astrocyte	ENSG00000259621_ENSG00000259621	Convulsions	TWAS	0.02704	FALSE	1.5679933127304	Positive	ENSG00000259621	GCST90477559_SeizureDisorders.h.FUSION
ENSG00000287706_ENSG00000287706	3	152650478	152679450	0.591	rs6440897	3.88	rs16846785	-0.012764	-3.77	0.03171	4884	4884	bslmm	0.059	0.021	2.21092	0.02704	0.645483118644068	Feeling_unsatisfied_or_not_rested_by_your_nights_sleep	GCST90479446_SleepDisorders.h.FUSION.txt	Astrocyte	ENSG00000287706_ENSG00000287706	Feeling_unsatisfied_or_not_rested_by_your_nights_sleep	TWAS	0.02704	FALSE	1.5679933127304	Positive	ENSG00000287706	GCST90479446_SleepDisorders.h.FUSION
ENSG00000167280_ENGASE	17	79074824	79088599	0.769	rs8064821	3.52	rs7216775	-0.012902	3.66	0.2719	6603	6603	blup	0.081	0.0082	-2.21092	0.02704	0.68982131147541	Vertiginous_syndromes_and_other_disorders_of_vestibular_system	GCST90477812_OtherNeurological.h.FUSION.txt	Astrocyte	ENSG00000167280_ENGASE	Vertiginous_syndromes_and_other_disorders_of_vestibular_system	TWAS	0.02704	FALSE	1.5679933127304	Negative	ENGASE	GCST90477812_OtherNeurological.h.FUSION
ENSG00000205517_RGL3	19	11384341	11419328	0.577	rs10407595	2.94	rs364541	0.224	4.29	2.2101	4427	1	top1	0.22	1.2e-05	2.210074	0.0271	0.831250078125	Convulsions	GCST90477559_SeizureDisorders.h.FUSION.txt	Astrocyte	ENSG00000205517_RGL3	Convulsions	TWAS	0.0271	FALSE	1.56703070912559	Positive	RGL3	GCST90477559_SeizureDisorders.h.FUSION
ENSG00000268945_ENSG00000268945	19	12682693	12687279	0.365	rs35563659	2.96	rs10422960	0.0935	4.14	2.20991	4525	1	top1	0.093	0.0047	2.20991	0.0271	0.663185185185185	Benign_neoplasm_of_brain_and_other_parts_of_nervous_system	GCST90477283_Brain_Cerebrovascular.h.FUSION.txt	Astrocyte	ENSG00000268945_ENSG00000268945	Benign_neoplasm_of_brain_and_other_parts_of_nervous_system	TWAS	0.0271	FALSE	1.56703070912559	Positive	ENSG00000268945	GCST90477283_Brain_Cerebrovascular.h.FUSION
ENSG00000269982_ENSG00000269982	3	9958717	9962539	0.613	rs6768397	3.46	rs11128520	-0.00992	3.97	-1.5374	4799	4799	blup	0.07	0.013	-2.21	0.0271	0.651046527777778	Concussion_or_loss_of_consciousness	GCST90476935_Brain_Cerebrovascular.h.FUSION.txt	Astrocyte	ENSG00000269982_ENSG00000269982	Concussion_or_loss_of_consciousness	TWAS	0.0271	FALSE	1.56703070912559	Negative	ENSG00000269982	GCST90476935_Brain_Cerebrovascular.h.FUSION
ENSG00000238078_LINC01352	1	220829255	220832429	0.335	rs11118496	3.32	rs2784252	-0.012712	-3.9	0.1051	4196	4196	blup	0.024	0.098	2.20912	0.02717	0.5943353125	In_your_lifetime_have_you_smoked_a_total_of_at_least_100_cigarettes	GCST90479457_SubstanceUse.h.FUSION.txt	Astrocyte	ENSG00000238078_LINC01352	In_your_lifetime_have_you_smoked_a_total_of_at_least_100_cigarettes	TWAS	0.02717	FALSE	1.56591036158211	Positive	LINC01352	GCST90479457_SubstanceUse.h.FUSION
ENSG00000290763_SDHAP1	3	195959748	195990318	0.452	rs60648170	3.36	rs12486117	0.008965	4.02	0.151195	5295	5295	blup	0.064	0.017	2.209082	0.02717	0.694038490566038	Alzheimers_or_Other_Dementia	GCST90479405_Cognitive_Neurodegenerative.h.FUSION.txt	Astrocyte	ENSG00000290763_SDHAP1	Alzheimers_or_Other_Dementia	TWAS	0.02717	FALSE	1.56591036158211	Positive	SDHAP1	GCST90479405_Cognitive_Neurodegenerative.h.FUSION
ENSG00000176945_MUC20	3	195720884	195741123	0.518	rs368798024	3.62	rs903310	-0.004112	-3.56	1.0035	5630	5630	blup	0.098	0.0038	2.20907	0.0272	0.783280916666667	Stroke_or_Transient_Ischemic_Attack	GCST90479382_Brain_Cerebrovascular.h.FUSION.txt	Astrocyte	ENSG00000176945_MUC20	Stroke_or_Transient_Ischemic_Attack	TWAS	0.0272	FALSE	1.5654310959658	Positive	MUC20	GCST90479382_Brain_Cerebrovascular.h.FUSION
ENSG00000172554_SNTG2	2	950849	1367613	0.93	rs73908902	-2.93	rs115751154	0.302296	5.29	2.23208	6995	6995	bslmm	0.3	2.1e-07	2.2089	0.0272	0.736224375	Alzheimers_or_Other_Dementia	GCST90476686_Cognitive_Neurodegenerative.h.FUSION.txt	Astrocyte	ENSG00000172554_SNTG2	Alzheimers_or_Other_Dementia	TWAS	0.0272	FALSE	1.5654310959658	Positive	SNTG2	GCST90476686_Cognitive_Neurodegenerative.h.FUSION
ENSG00000258730_ITPK1-AS1	14	93067452	93072152	0.507	rs3759717	3.8	rs115393285	-0.00457	3.63	1.39971	5786	5786	blup	0.04	0.047	2.20802	0.0272	0.839024	Disturbance_of_skin_sensation	GCST90478777_OtherNeurological.h.FUSION.txt	Astrocyte	ENSG00000258730_ITPK1-AS1	Disturbance_of_skin_sensation	TWAS	0.0272	FALSE	1.5654310959658	Positive	ITPK1-AS1	GCST90478777_OtherNeurological.h.FUSION
ENSG00000120451_SNX19	11	130866250	130916479	0.752	rs1877844	4.09	rs73022874	0.313508	5.32	-2.208	6046	1	top1	0.31	1.3e-07	-2.208	0.0272	0.725376666666667	MDD	mdd2023diverse_AFR_clinicalMD_Neff.txt	Astrocyte	ENSG00000120451_SNX19	MDD	TWAS	0.0272	FALSE	1.5654310959658	Negative	SNX19	mdd2023diverse_AFR_clinicalMD_Neff
ENSG00000224635_ENSG00000224635	20	38404893	38416797	0.671	rs1341019	-3.71	rs1315306	0.188446	-4.73	2.2082	4058	1	top1	0.19	6.6e-05	-2.20821	0.0272	0.8953	Concussion	GCST90479218_Brain_Cerebrovascular.h.FUSION.txt	Astrocyte	ENSG00000224635_ENSG00000224635	Concussion	TWAS	0.0272	FALSE	1.5654310959658	Negative	ENSG00000224635	GCST90479218_Brain_Cerebrovascular.h.FUSION
ENSG00000164967_RPP25L	9	34610486	34612104	0.269	rs943842	3.03	rs10972381	-0.004524	3.44	-2.2094	3353	1	top1	-0.0045	0.42	-2.209354	0.0272	0.810033333333333	Depression	GCST90476879_MoodDisorders.h.FUSION.txt	Astrocyte	ENSG00000164967_RPP25L	Depression	TWAS	0.0272	FALSE	1.5654310959658	Negative	RPP25L	GCST90476879_MoodDisorders.h.FUSION
ENSG00000180329_CCDC43	17	44673069	44689779	0.359	rs2586582	-3.21	rs4986170	-0.013873	3.41	1.6925	3360	3360	blup	0.091	0.0051	2.20797	0.02725	0.647886885245902	Hemiplegia	GCST90477544_OtherNeurological.h.FUSION.txt	Astrocyte	ENSG00000180329_CCDC43	Hemiplegia	TWAS	0.02725	FALSE	1.56463349338734	Positive	CCDC43	GCST90477544_OtherNeurological.h.FUSION
ENSG00000115649_CNPPD1	2	219171897	219178106	0.575	rs748515	4.12	rs116779594	0.022648	-3.94	2.20792	4664	1	top1	0.023	0.11	-2.20792	0.02725	0.759985507246377	Depression	GCST90479401_MoodDisorders.h.FUSION.txt	Astrocyte	ENSG00000115649_CNPPD1	Depression	TWAS	0.02725	FALSE	1.56463349338734	Negative	CNPPD1	GCST90479401_MoodDisorders.h.FUSION
ENSG00000238063_LINC01685	1	38474825	38516520	0.314	rs12098129	4.23	rs2376923	0.05024	4.32	-2.20777	3913	1	top1	0.05	0.031	-2.20777	0.02726	0.835216744186047	Dementia	GCST90476928_Cognitive_Neurodegenerative.h.FUSION.txt	Astrocyte	ENSG00000238063_LINC01685	Dementia	TWAS	0.02726	FALSE	1.56447414850135	Negative	LINC01685	GCST90476928_Cognitive_Neurodegenerative.h.FUSION
ENSG00000086159_AQP6	12	49967194	49977139	0.516	rs73116338	4.47	rs297926	-0.0114	3.43	-0.132	3528	3528	bslmm	0.03	0.074	2.2073	0.02729	0.879430925925926	Depression	GCST90476683_MoodDisorders.h.FUSION.txt	Astrocyte	ENSG00000086159_AQP6	Depression	TWAS	0.02729	FALSE	1.5639964643301	Positive	AQP6	GCST90476683_MoodDisorders.h.FUSION
ENSG00000142233_NTN5	19	48661407	48673081	0.554	rs138327466	-2.91	rs7259671	0.00396	-3.64	-0.9508	6053	6053	bslmm	0.014	0.16	2.2073	0.02729	0.645483118644068	Feeling_unsatisfied_or_not_rested_by_your_nights_sleep	GCST90479446_SleepDisorders.h.FUSION.txt	Astrocyte	ENSG00000142233_NTN5	Feeling_unsatisfied_or_not_rested_by_your_nights_sleep	TWAS	0.02729	FALSE	1.5639964643301	Positive	NTN5	GCST90479446_SleepDisorders.h.FUSION
ENSG00000290597_ENSG00000290597	6	60353963	60546660	0.168	rs4348319	2.54	rs6921558	0.071149	3.93	0.0334	2345	2345	bslmm	0.081	0.0079	-2.2073	0.0273	0.801761194029851	Encephalopathy_not_elsewhere_classified	GCST90477567_Brain_Cerebrovascular.h.FUSION.txt	Astrocyte	ENSG00000290597_ENSG00000290597	Encephalopathy_not_elsewhere_classified	TWAS	0.0273	FALSE	1.56383735295924	Negative	ENSG00000290597	GCST90477567_Brain_Cerebrovascular.h.FUSION
ENSG00000259539_ENSG00000259539	15	45152664	45167526	0.455	rs116797763	3.51	rs28680168	0.049673	-4.16	-2.2069	4052	1	top1	0.05	0.031	2.2069	0.02732	0.692531707317073	Abnormal_movement	GCST90477574_Movement_Motor.h.FUSION.txt	Astrocyte	ENSG00000259539_ENSG00000259539	Abnormal_movement	TWAS	0.02732	FALSE	1.5635193049905	Positive	ENSG00000259539	GCST90477574_Movement_Motor.h.FUSION
ENSG00000084463_WBP11	12	14784582	14803486	0.322	rs11835783	-4.15	rs219906	-0.0128	3.61	-0.02206	4660	4660	blup	0.015	0.15	2.20678	0.02733	0.68982131147541	Vertiginous_syndromes_and_other_disorders_of_vestibular_system	GCST90477812_OtherNeurological.h.FUSION.txt	Astrocyte	ENSG00000084463_WBP11	Vertiginous_syndromes_and_other_disorders_of_vestibular_system	TWAS	0.02733	FALSE	1.56336036830734	Positive	WBP11	GCST90477812_OtherNeurological.h.FUSION
ENSG00000084676_NCOA1	2	24491254	24770702	0.384	rs60925903	-3.2	rs13036166	0.034974	-3.94	0.1149	3593	3593	bslmm	0.052	0.028	2.20656	0.02734	0.829845294117647	Disorders_of_other_cranial_nerves	GCST90477588_SpinalCord_Nerves.h.FUSION.txt	Astrocyte	ENSG00000084676_NCOA1	Disorders_of_other_cranial_nerves	TWAS	0.02734	FALSE	1.5632014897682	Positive	NCOA1	GCST90477588_SpinalCord_Nerves.h.FUSION
ENSG00000259807_ENSG00000259807	16	29215385	29221040	0.296	rs4283241	3.52	rs148566564	-0.01387	3.37	-1.8815	2677	2677	bslmm	0.056	0.024	-2.2064	0.02735	0.764318072289157	Hereditary_and_idiopathic_peripheral_neuropathy	GCST90477606_SpinalCord_Nerves.h.FUSION.txt	Astrocyte	ENSG00000259807_ENSG00000259807	Hereditary_and_idiopathic_peripheral_neuropathy	TWAS	0.02735	FALSE	1.56304266933055	Negative	ENSG00000259807	GCST90477606_SpinalCord_Nerves.h.FUSION
ENSG00000271009_ENSG00000271009	16	73060245	73062316	0.471	rs863755	3.26	rs76498328	0.017959	3.8	-0.41287	4071	59	enet	0.17	0.00015	2.20613	0.0274	0.861041071428571	Complex_regional_or_central_pain_syndrome	GCST90477600_OtherNeurological.h.FUSION.txt	Astrocyte	ENSG00000271009_ENSG00000271009	Complex_regional_or_central_pain_syndrome	TWAS	0.0274	FALSE	1.56224943717961	Positive	ENSG00000271009	GCST90477600_OtherNeurological.h.FUSION
ENSG00000100345_MYH9	22	36281280	36388010	0.675	rs3752463	3.51	rs75183368	0.01394	3.99	-0.3274	5852	5852	bslmm	0.049	0.032	-2.2053	0.0274	0.760057592592593	Bipolar_Disorder	GCST90476918_MoodDisorders.h.FUSION.txt	Astrocyte	ENSG00000100345_MYH9	Bipolar_Disorder	TWAS	0.0274	FALSE	1.56224943717961	Negative	MYH9	GCST90476918_MoodDisorders.h.FUSION
ENSG00000172005_MAL	2	95025677	95053992	0.152	rs3105104	3.2	rs4110740	-0.00809	-3.22	0.63076	825	825	bslmm	0.0079	0.21	-2.2055	0.0274	0.736224375	Alzheimers_or_Other_Dementia	GCST90476686_Cognitive_Neurodegenerative.h.FUSION.txt	Astrocyte	ENSG00000172005_MAL	Alzheimers_or_Other_Dementia	TWAS	0.0274	FALSE	1.56224943717961	Negative	MAL	GCST90476686_Cognitive_Neurodegenerative.h.FUSION
ENSG00000267039_ENSG00000267039	18	36901946	36923814	0.336	rs1503360	3.61	rs2000923	-0.013462	3.33	-0.4481	4150	4150	bslmm	0.063	0.017	-2.20579	0.0274	0.831851568627451	Depression	GCST90477003_MoodDisorders.h.FUSION.txt	Astrocyte	ENSG00000267039_ENSG00000267039	Depression	TWAS	0.0274	FALSE	1.56224943717961	Negative	ENSG00000267039	GCST90477003_MoodDisorders.h.FUSION
ENSG00000231327_LINC01816	2	70124034	70132923	0.713	rs112673382	-3.29	rs111375800	-0.007372	-3.83	2.2062	5241	1	top1	-0.0074	0.5	-2.2062	0.0274	0.698618222222222	Do_you_smoke_now	GCST90479468_SubstanceUse.h.FUSION.txt	Astrocyte	ENSG00000231327_LINC01816	Do_you_smoke_now	TWAS	0.0274	FALSE	1.56224943717961	Negative	LINC01816	GCST90479468_SubstanceUse.h.FUSION
ENSG00000169228_RAB24	5	177301198	177303744	0.515	rs138599690	3.22	rs185944888	0.07029	4.15	-0.6341	3802	3802	blup	0.08	0.0085	-2.2063	0.0274	0.769643859649123	Alzheimers_or_Other_Dementia	GCST90477006_Cognitive_Neurodegenerative.h.FUSION.txt	Astrocyte	ENSG00000169228_RAB24	Alzheimers_or_Other_Dementia	TWAS	0.0274	FALSE	1.56224943717961	Negative	RAB24	GCST90477006_Cognitive_Neurodegenerative.h.FUSION
ENSG00000151150_ANK3	10	60026298	60733490	0.407	rs11006609	3.68	rs12247875	-0.000346	-3.66	1.6509	6204	6204	bslmm	0.055	0.025	-2.20534	0.02743	0.667424833333333	Chronic_pain	GCST90477532_OtherNeurological.h.FUSION.txt	Astrocyte	ENSG00000151150_ANK3	Chronic_pain	TWAS	0.02743	FALSE	1.56177419239547	Negative	ANK3	GCST90477532_OtherNeurological.h.FUSION
ENSG00000258657_ENSG00000258657	14	24595723	24657774	0.705	rs10131354	-3.74	rs4981521	0.11846	4.67	-2.2379	5927	25	enet	0.19	6e-05	-2.20524	0.02744	0.651046527777778	Concussion_or_loss_of_consciousness	GCST90476935_Brain_Cerebrovascular.h.FUSION.txt	Astrocyte	ENSG00000258657_ENSG00000258657	Concussion_or_loss_of_consciousness	TWAS	0.02744	FALSE	1.56161589296529	Negative	ENSG00000258657	GCST90476935_Brain_Cerebrovascular.h.FUSION
ENSG00000204758_RPL26L1-AS1	5	172954786	172959392	0.649	rs17074906	-3.6	rs75100485	0.00612	4.03	-0.7277	5498	5498	bslmm	0.059	0.021	-2.205	0.02745	0.698618222222222	Do_you_smoke_now	GCST90479468_SubstanceUse.h.FUSION.txt	Astrocyte	ENSG00000204758_RPL26L1-AS1	Do_you_smoke_now	TWAS	0.02745	FALSE	1.56145765121389	Negative	RPL26L1-AS1	GCST90479468_SubstanceUse.h.FUSION
ENSG00000143434_SEMA6C	1	151131685	151146631	0.553	rs114602269	2.75	rs2211435	0.002886	3.41	1.3748	3397	3397	bslmm	0.088	0.0059	2.205	0.027455	0.68982131147541	Vertiginous_syndromes_and_other_disorders_of_vestibular_system	GCST90477812_OtherNeurological.h.FUSION.txt	Astrocyte	ENSG00000143434_SEMA6C	Vertiginous_syndromes_and_other_disorders_of_vestibular_system	TWAS	0.027455	FALSE	1.5613785519546	Positive	SEMA6C	GCST90477812_OtherNeurological.h.FUSION
ENSG00000188760_TMEM198	2	219543663	219550595	0.68	rs6738802	-3.75	rs1106609	-0.013877	4.04	1.39505	4963	4963	blup	0.085	0.0068	2.2049	0.02746	0.751216734693878	Stroke_or_Transient_Ischemic_Attack	GCST90476865_Brain_Cerebrovascular.h.FUSION.txt	Astrocyte	ENSG00000188760_TMEM198	Stroke_or_Transient_Ischemic_Attack	TWAS	0.02746	FALSE	1.56129946709926	Positive	TMEM198	GCST90476865_Brain_Cerebrovascular.h.FUSION
ENSG00000104518_GSDMD	8	143553207	143563062	0.479	rs56803860	-3.73	rs896934	0.0087	3.89	-1.0531	5619	5619	bslmm	0.046	0.037	-2.2049	0.02746	0.667424833333333	Chronic_pain	GCST90477532_OtherNeurological.h.FUSION.txt	Astrocyte	ENSG00000104518_GSDMD	Chronic_pain	TWAS	0.02746	FALSE	1.56129946709926	Negative	GSDMD	GCST90477532_OtherNeurological.h.FUSION
ENSG00000180287_PLD5	1	242082986	242524697	0.445	rs2997487	-3.97	rs4039790	0.30683	-5.21	2.2049	6622	1	top1	0.31	1.8e-07	-2.20492	0.02746	0.736224375	Alzheimers_or_Other_Dementia	GCST90476686_Cognitive_Neurodegenerative.h.FUSION.txt	Astrocyte	ENSG00000180287_PLD5	Alzheimers_or_Other_Dementia	TWAS	0.02746	FALSE	1.56129946709926	Negative	PLD5	GCST90476686_Cognitive_Neurodegenerative.h.FUSION
